REGION,CÓDIGO DANE DEL DEPARTAMENTO,departamento,codigo_municipio,nombre_municipio_x,vote_share_2002_r1_alvaro_uribe,vote_share_2002_r1_horacio_serpa,vote_share_2006_r1_alvaro_uribe,vote_share_2006_r1_carlos_gaviria,vote_share_2010_r1_gustavo_petro,vote_share_2010_r1_juan_manuel_santos,vote_share_2014_r1_clara_lopez,vote_share_2014_r1_oscar_ivan_zuluaga,vote_share_2018_r1_gustavo_petro,vote_share_2018_r1_ivan_duque,vote_share_2022_r1_blanco,vote_share_2022_r1_federico_gutierrez,vote_share_2022_r1_gustavo_petro,vote_share_2022_r1_no_marcados,vote_share_2022_r1_nulos,vote_share_2022_r1_rest,vote_share_2022_r1_rodolfo_hernandez,vote_share_2022_r1_sergio_fajardo,vote_share_2022_r2_blanco,vote_share_2022_r2_gustavo_petro,vote_share_2022_r2_no_marcados,vote_share_2022_r2_nulos,vote_share_2022_r2_rodolfo_hernandez,nombre_municipio_y,poblacion_total,poblacion_afrocolombiana,poblacion_indigena,poblacion_rural_dispersa,anos_escolaridad,hogares_con_internet,hogares_totales,pct_afro_colombian,pct_indigenous,pct_rural_disperso,years_schooling,internet_access_rate,ipm_score,nbi_rate,proyeccion_2022,population_2022,risk_level,is_pdet,coca_hectares,armed_group_presence,high_risk_flag
Región Caribe,47,Magdalena,47720,Santa Bárbara de Pinto,0.1197,0.4244,0.1405,0.2989,0.2896,0.1059,0.2028,0.0671,0.5605,0.0881,0.0079601990049751,0.3706467661691542,0.5378109452736318,0.0017412935323383,0.0062189054726368,0.0044776119402985,0.0636815920398009,0.0074626865671641,0.009578970817554,0.6518155491200713,0.0017821341055914,0.0026732011583871,0.334150144798396,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13673,Santa Catalina,0.1541,0.4587,0.1809,0.3231,0.313,0.1364,0.2193,0.0864,0.6058,0.1134,0.0189685832839359,0.283738391622209,0.5813080418889548,0.0023710729104919,0.0071132187314759,0.0079035763683066,0.0819996048211815,0.0165975103734439,0.0148160762942779,0.719516348773842,0.0013623978201634,0.0057901907356948,0.2585149863760217,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15757,Socha,0.95,0.2326,0.95,0.1638,0.1587,0.8815,0.1112,0.5582,0.3071,0.733,0.0179157957599283,0.0842042400716631,0.2947148402508211,0.0026873693639892,0.0194087787399223,0.0089578978799641,0.5300089578978799,0.0421021200358315,0.0254078630649906,0.4025140411874833,0.0034768654720513,0.0238031559240438,0.5447980743514309,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68720,Santa Helena del Opón,0.95,0.0595,0.95,0.0419,0.0406,0.95,0.0285,0.9098,0.0786,0.95,0.0083813514929282,0.0429544264012572,0.0754321634363541,0.002095337873232,0.0036668412781561,0.001571503404924,0.8638030382399162,0.002095337873232,0.0098376783079193,0.087063453025086,0.0004918839153959,0.0019675356615838,0.9006394490900148,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73686,Santa Isabel,0.95,0.1294,0.95,0.0911,0.0883,0.95,0.0619,0.6053,0.1709,0.7948,0.0098077677520596,0.2216555511965476,0.163985876814437,0.0054923499411533,0.0066692820714005,0.0058846606512357,0.5747351902706944,0.0117693213024715,0.0113879003558718,0.2039145907473309,0.0007117437722419,0.0117437722419928,0.7722419928825622,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,8,Atlántico,08675,Santa Lucía,0.0771,0.201,0.0905,0.1416,0.1371,0.0682,0.0961,0.0432,0.2655,0.0567,0.0092362344582593,0.661278863232682,0.2547069271758437,0.0010657193605683,0.0053285968028419,0.0074600355239786,0.0410301953818827,0.0198934280639431,0.0086073334480977,0.3766569116887588,0.0024100533654673,0.0044758133930108,0.6078498881046652,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15690,Santa María,0.95,0.201,0.95,0.1416,0.1371,0.95,0.0961,0.6195,0.2654,0.8135,0.0225201072386058,0.0756032171581769,0.2546916890080429,0.0037533512064343,0.0150134048257372,0.0112600536193029,0.5882037533512064,0.0289544235924932,0.0265095729013254,0.3392243495336279,0.0019636720667648,0.0147275405007363,0.6175748649975454,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41676,Santa María,0.95,0.1328,0.95,0.0935,0.0906,0.95,0.0635,0.6525,0.1754,0.8568,0.0096342902084152,0.169484860401101,0.1683051513959889,0.0009830908375933,0.0068816358631537,0.0068816358631537,0.6195438458513567,0.0182854895792371,0.0145116279069767,0.2132093023255813,0.0011162790697674,0.0055813953488372,0.7655813953488372,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,47,Magdalena,47001,Santa Marta,0.3596,0.4021,0.422,0.2833,0.2744,0.3182,0.1922,0.2015,0.5311,0.2646,0.0176782435542682,0.225736377977191,0.5096175230805038,0.0004448007447826,0.0088287775737671,0.020584964700406,0.1913263854767384,0.0257829268923427,0.0199134242065125,0.6216647741641171,0.0003768476692467,0.0090939292815597,0.3489510246785638,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13683,Santa Rosa,0.1918,0.4795,0.2251,0.3378,0.3272,0.1697,0.2292,0.1075,0.6333,0.1411,0.0177878395860284,0.2262289780077619,0.6076972833117723,0.0017787839586028,0.0114812419146183,0.0124514877102199,0.1020375161707632,0.0205368693402328,0.0182760501909438,0.7206764866339335,0.0019094380796508,0.0073649754500818,0.25177304964539,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19701,Santa Rosa,0.2486,0.556,0.2917,0.3916,0.3794,0.22,0.2657,0.1393,0.7343,0.1829,0.020072053525476,0.1204323211528564,0.7045805455481214,0.0005146680391147,0.0051466803911477,0.0046320123520329,0.1322696860524961,0.0123520329387545,0.0159362549800796,0.7556440903054449,0.0013280212483399,0.0053120849933598,0.2217795484727755,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,0.6598,0.2413,0.7743,0.17,0.1647,0.5838,0.1154,0.3697,0.3187,0.4855,0.0213244998835433,0.2384772650811314,0.3058409461452861,0.0021479775368132,0.0218162055847415,0.0142853445821795,0.3510519914080898,0.0450557697782148,0.0268194345207716,0.4076247830968664,0.0016841890374604,0.0244462590588955,0.5394253342860059,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05686,Santa Rosa de Osos,0.5787,0.1036,0.6791,0.073,0.0707,0.5121,0.0495,0.3243,0.1369,0.4258,0.0301718650541056,0.4301082113303628,0.1313176320814767,0.0052196053469127,0.0227880330999363,0.0111394016549968,0.307893061744112,0.0613621896880967,0.0409444698803061,0.1990973902805939,0.0030741055660932,0.0232847145006213,0.7335993197723853,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15693,Santa Rosa de Viterbo,0.95,0.2053,0.95,0.1446,0.1401,0.9001,0.0981,0.57,0.2712,0.7485,0.0107238605898123,0.1318699731903485,0.2602211796246649,0.0015080428954423,0.0090482573726541,0.0105563002680965,0.5412198391420912,0.03485254691689,0.0193892389723703,0.3625787687833252,0.0014541929229277,0.0126030053320407,0.603974793989336,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13688,Santa Rosa del Sur,0.95,0.1173,0.95,0.0826,0.08,0.95,0.0561,0.8115,0.1549,0.95,0.009103118937472,0.0449186688553947,0.1486345321593792,0.0010446202059394,0.0071631099835845,0.0124608267422772,0.7705566333383077,0.0061184897776451,0.0103460577952194,0.1863717445594006,0.0010702818408847,0.0047805922226186,0.7974313235818765,,,,,,,,,,,,,,,,,,,,,,
Región Llano,99,Vichada,99624,Santa Rosalía,0.95,0.1072,0.95,0.0755,0.0732,0.95,0.0513,0.6106,0.1416,0.8018,0.0104529616724738,0.2411149825783972,0.1358885017421602,0.0013937282229965,0.0020905923344947,0.0146341463414634,0.5797909407665506,0.0146341463414634,0.0078692493946731,0.1543583535108958,,0.0030266343825665,0.8347457627118644,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15696,Santa Sofía,0.95,0.0968,0.95,0.0682,0.0661,0.95,0.0463,0.734,0.1279,0.95,0.0085378868729989,0.1254002134471718,0.1227321237993596,0.0010672358591248,0.0080042689434365,0.0069370330843116,0.6969050160085379,0.0304162219850586,0.0123334977799704,0.168722249629995,0.0009866798223976,0.0059200789343857,0.8120374938332511,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52699,Santacruz,0.0945,0.6793,0.1109,0.4785,0.4636,0.0836,0.3247,0.0529,0.8972,0.0695,0.0135067533766883,0.0500250125062531,0.8609304652326163,0.0022511255627813,0.0060030015007503,0.0092546273136568,0.0502751375687843,0.0077538769384692,0.0075516693163751,0.9187201907790143,0.000993640699523,0.0065580286168521,0.0661764705882353,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05042,Santafé de Antioquia,0.5362,0.1667,0.6292,0.1174,0.1138,0.4745,0.0797,0.3005,0.2202,0.3945,0.0320464054773678,0.3979650057055914,0.2112970711297071,0.0027577025484975,0.0201597565614302,0.0088436667934575,0.2852795739825028,0.0416508178014454,0.0286417951290705,0.2827693149685305,0.0026452613335765,0.0164188634497856,0.6695247651190368,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15686,Santana,0.95,0.1465,0.95,0.1032,0.1,0.95,0.07,0.6959,0.1935,0.9138,0.0056874381800197,0.1107814045499505,0.1857072205736894,0.0017309594460929,0.0044510385756676,0.0205242334322453,0.6607319485657764,0.0103857566765578,0.0053130053130053,0.2173712173712173,,0.0083160083160083,0.768999768999769,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19698,Santander de Quilichao,0.2243,0.4889,0.2632,0.3444,0.3336,0.1985,0.2337,0.1257,0.6457,0.165,0.0228787719482704,0.135274944800757,0.6195983597939229,0.0027547050783303,0.0299232467669014,0.0433182630638208,0.1193355062559142,0.0269162022920828,0.0255791683547567,0.7368973518470775,0.0021177857169165,0.0267209310890943,0.208684762992155,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54680,Santiago,0.8276,0.0822,0.95,0.0579,0.0561,0.7323,0.0393,0.4638,0.1086,0.609,0.0062532569046378,0.4220948410630536,0.1042209484106305,0.0020844189682126,0.0041688379364252,0.0020844189682126,0.440333507034914,0.0187597707139134,0.0084367245657568,0.1379652605459057,0.0024813895781637,0.0064516129032258,0.8446650124069479,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,86,Putumayo,86760,Santiago,0.1608,0.5741,0.1887,0.4044,0.3918,0.1423,0.2744,0.0901,0.7582,0.1183,0.0197433366238894,0.1365580783152352,0.7275419545903258,0.0006581112207963,0.0098716683119447,0.0046067785455742,0.0855544587035209,0.0154656136887133,0.0183946488294314,0.8060200668896321,0.0011148272017837,0.0080824972129319,0.1663879598662207,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,70,Sucre,70820,Santiago de Tolú,0.1156,0.4961,0.1356,0.3494,0.3385,0.1023,0.2371,0.0648,0.6552,0.085,0.0157292659675881,0.2391960597394344,0.628693994280267,0.002065459167461,0.0153320622815379,0.0239911026374324,0.0614871306005719,0.013504925325707,0.0178750897343862,0.7536252692031586,0.001651112706389,0.0122038765254845,0.2146446518305814,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05690,Santo Domingo,0.3959,0.0992,0.4646,0.0699,0.0677,0.3503,0.0474,0.2218,0.131,0.2913,0.0162027420024927,0.5756127960116327,0.1256751142501038,0.006439551308683,0.0170336518487744,0.0070627336933942,0.2106356460324054,0.0413377648525135,0.0220529270248596,0.1800320769847634,0.0032076984763432,0.0152365677626303,0.7794707297514034,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,8,Atlántico,08685,Santo Tomás,0.1827,0.5056,0.2144,0.3562,0.345,0.1617,0.2417,0.1024,0.6678,0.1344,0.0170185437906398,0.2077546760857349,0.6407642289475797,0.0015252468491611,0.005779882796821,0.0097134141446576,0.097214417596532,0.0202295897888737,0.0155092916026267,0.761422383680313,0.000698616738857,0.0048903171719994,0.2174793908062037,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,66,Risaralda,66687,Santuario,0.8223,0.1461,0.95,0.1029,0.0997,0.7277,0.0698,0.4608,0.1929,0.6051,0.0183862906104962,0.2843627275972867,0.1851124598357729,0.0053552302749018,0.0232059978579078,0.0130310603355944,0.4375223134594788,0.0330239200285612,0.0232558139534883,0.2792420327304048,0.0046511627906976,0.0268733850129198,0.6659776055124892,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52720,Sapuyes,0.1874,0.5149,0.2199,0.3627,0.3513,0.1658,0.2461,0.105,0.68,0.1379,0.0191620656057161,0.1796037674569665,0.6524845729132835,0.0029230269568041,0.0116921078272166,0.0025982461838259,0.0997076973043195,0.0318285157518674,0.0173336732092786,0.7700739230180984,0.0020392556716798,0.0104511853173591,0.200101962783584,,,,,,,,,,,,,,,,,,,,,,
Región Llano,81,Arauca,81736,Saravena,0.95,0.2168,0.95,0.1527,0.1479,0.95,0.1036,0.6246,0.2863,0.8202,0.0173584123529716,0.0703145240686046,0.2747292605834499,0.0022799108762112,0.0141458106637649,0.0153893984144256,0.5930359085963003,0.0127467744442717,0.0212028337436567,0.3680349696025725,0.0013063357282821,0.0131136009646786,0.5963422599608099,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54720,Sardinata,0.95,0.0609,0.95,0.0429,0.0416,0.95,0.0291,0.6043,0.0805,0.7935,0.0085696148963182,0.3101988997037664,0.0772323317816335,0.002644942869234,0.0078290308929327,0.0058188743123148,0.5737410071942446,0.0139652983495556,0.0079013297359799,0.0994411254576989,0.0010599344767777,0.0073231836577375,0.8842744266718058,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25718,Sasaima,0.95,0.1369,0.95,0.0964,0.0934,0.95,0.0654,0.6037,0.1808,0.7927,0.0130032062700391,0.190951193444959,0.1734948343427146,0.0010687566797292,0.0081938012112575,0.0114000712504453,0.5732098325614535,0.0286783042394014,0.0150165880914964,0.2469006460625109,0.000349222978872,0.0111751353239043,0.7265584075432163,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15720,Sativanorte,0.95,0.1053,0.95,0.0742,0.0719,0.95,0.0503,0.7363,0.1391,0.95,0.0037707390648567,0.1380090497737556,0.1334841628959276,0.0007541478129713,0.0052790346907993,,0.6990950226244343,0.0196078431372549,0.0056657223796034,0.1607648725212464,0.0007082152974504,0.0084985835694051,0.8243626062322946,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15723,Sativasur,0.95,0.1748,0.95,0.1231,0.1193,0.8714,0.0835,0.5518,0.2308,0.7246,0.0198347107438016,0.1785123966942148,0.2214876033057851,0.0016528925619834,0.0231404958677685,0.0016528925619834,0.5239669421487604,0.0297520661157024,0.0182648401826484,0.2983257229832572,,0.0273972602739726,0.6560121765601218,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05736,Segovia,0.5465,0.3599,0.6414,0.2535,0.2456,0.4836,0.1721,0.3063,0.4754,0.4022,0.0432852386237513,0.1406518010291595,0.4561598224195338,0.0024215518111189,0.0189688225204318,0.0212894763394208,0.290788013318535,0.0264352739380486,0.0382213812677388,0.604162724692526,0.0025543992431409,0.017123935666982,0.3379375591296121,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25736,Sesquilé,0.95,0.2365,0.95,0.1666,0.1614,0.8806,0.113,0.5577,0.3124,0.7323,0.0182481751824817,0.0799878345498783,0.2997262773722627,0.0015206812652068,0.020985401459854,0.0167274939172749,0.5295012165450121,0.0333029197080292,0.0243496672716273,0.4153055051421657,0.0012099213551119,0.0237447065940713,0.5353901996370236,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,76,Valle del Cauca,76736,Sevilla,0.4461,0.2842,0.5236,0.2002,0.1939,0.3948,0.1358,0.25,0.3754,0.3283,0.0248734790567459,0.2869064283406913,0.3601808980295036,0.0033918380531926,0.029072897598794,0.0129751265209432,0.2373748250242274,0.0452245073759018,0.0313671648096319,0.485346147753076,0.0033268205101124,0.0315783915086867,0.4483814754184929,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15740,Siachoque,0.95,0.1632,0.95,0.115,0.1114,0.95,0.078,0.7107,0.2156,0.9333,0.0094363682733996,0.0558530986993114,0.2068349910737056,0.0033154807447079,0.0112216271359347,0.0079061463912267,0.6748278500382555,0.0306044376434583,0.0150765606595995,0.2822143698468787,0.0004711425206124,0.0127208480565371,0.6895170789163722,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25740,Sibaté,0.7001,0.33,0.8216,0.2325,0.2252,0.6195,0.1577,0.3923,0.4359,0.5151,0.0201223346481449,0.1208483393357343,0.4182244326301949,0.0009146515749156,0.0202366660950094,0.0118904704739038,0.3724918538844109,0.0352712513576859,0.022239519626376,0.5336928722339598,0.0007783831869231,0.0221839208273101,0.4211053041254309,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,86,Putumayo,86749,Sibundoy,0.1629,0.5451,0.1912,0.384,0.372,0.1442,0.2606,0.0913,0.72,0.1199,0.0178654652788566,0.1670032623893118,0.6908497747397856,0.0021749262078608,0.0100978716793537,0.0052819636476619,0.086686344570452,0.0200403914867174,0.0178428761651131,0.7793608521970705,0.0009320905459387,0.0118508655126498,0.1900133155792277,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54743,Silos,0.95,0.0216,0.95,0.0152,0.0147,0.95,0.0103,0.9261,0.0285,0.95,0.0064957264957264,0.0564102564102564,0.0273504273504273,0.0017094017094017,0.0044444444444444,0.0188034188034188,0.8793162393162394,0.0054700854700854,0.0078443677439598,0.0345152180734232,0.0012550988390335,0.0025101976780671,0.953875117665516,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25743,Silvania,0.95,0.2005,0.95,0.1412,0.1368,0.8408,0.0958,0.5325,0.2648,0.6992,0.0107351425626932,0.1784610099622122,0.2540364136035726,0.0007729302645139,0.010391618000687,0.0098763311576777,0.5055822741326005,0.0301442803160425,0.0190373264610524,0.3275417740460554,0.0006650594396874,0.0105578186050378,0.642198021448167,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19743,Silvia,0.129,0.6134,0.1513,0.4321,0.4186,0.1141,0.2932,0.0723,0.8101,0.0949,0.0183412495432955,0.0731457800511509,0.7773474607234198,0.0035805626598465,0.0162952137376689,0.0252831567409572,0.0686152721958348,0.017391304347826,0.0161242690921977,0.8688795700194909,0.002480656783415,0.0114582718091075,0.1010572322957888,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68745,Simacota,0.95,0.1042,0.95,0.0734,0.0711,0.95,0.0498,0.7996,0.1376,0.95,0.0049569527785024,0.0847899817375423,0.132011479259066,0.0005217845030002,0.0057396295330028,0.006000521784503,0.7591964518653797,0.0067831985390033,0.0069016514666009,0.1565195957604141,0.0009859502095144,0.0044367759428148,0.8311560266206557,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25745,Simijaca,0.95,0.1739,0.95,0.1225,0.1186,0.95,0.0831,0.6678,0.2296,0.877,0.0125628140703517,0.092964824120603,0.2203203517587939,0.0009422110552763,0.0103643216080402,0.0092650753768844,0.634108040201005,0.0194723618090452,0.0219497426581895,0.2910990009082652,0.0009082652134423,0.0110505600968816,0.6749924311232213,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13744,Simití,0.95,0.1961,0.95,0.1381,0.1338,0.9027,0.0937,0.5717,0.259,0.7507,0.008965083359547,0.1421830764391318,0.2485058194400755,0.0017301038062283,0.0045611827618748,0.0401069518716577,0.5427807486631016,0.0111670336583831,0.0080510827318156,0.3006662965019434,0.0015269294836202,0.0037479178234314,0.6860077734591893,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,70,Sucre,70001,Sincelejo,0.2076,0.4464,0.2436,0.3144,0.3046,0.1837,0.2134,0.1163,0.5895,0.1527,0.0131006610268178,0.2493406856868856,0.5656831181285749,0.0011901907730246,0.0092817755248826,0.03438709456451,0.1104394287084289,0.0165770455868753,0.0180356853328803,0.6737285845538561,0.0008956076620779,0.0098053597486121,0.2975347627025733,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27745,Sipí,0.0997,0.6364,0.1171,0.4483,0.4342,0.0883,0.3042,0.0559,0.8405,0.0734,0.0072840790842872,0.068678459937565,0.8064516129032258,0.0010405827263267,0.0197710718002081,0.0197710718002081,0.0530697190426638,0.023933402705515,0.0103626943005181,0.8741672834937083,0.001480384900074,0.0155440414507772,0.0984455958549222,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,47,Magdalena,47745,Sitionuevo,0.2009,0.4277,0.2358,0.3013,0.2919,0.1778,0.2044,0.1126,0.5649,0.1478,0.0131297274154417,0.2898530041387184,0.5420293991722563,0.0032824318538604,0.0121307264164407,0.0105608677037248,0.1068931068931069,0.0221207364064506,0.0144020037570444,0.7053224796493425,0.0006261740763932,0.0166562304320601,0.2629931120851597,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25754,Soacha,0.4702,0.4279,0.5518,0.3014,0.292,0.4161,0.2045,0.2635,0.5651,0.346,0.0197642676232618,0.1098047718067231,0.5422485242088873,0.0007489824678972,0.0175370302845147,0.0224448364557361,0.2501847818588562,0.0372668052941234,0.0243699925081479,0.6666030415964802,0.000481959906662,0.0185673861071478,0.2899776198815619,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15753,Soatá,0.95,0.1742,0.95,0.1227,0.1188,0.8591,0.0832,0.544,0.23,0.7144,0.0123799359658484,0.199359658484525,0.2207043756670224,0.0010672358591248,0.0083244397011739,0.0100320170757737,0.5165421558164355,0.031590181430096,0.017958030669895,0.2786521388216303,0.0002017756255044,0.0104923325262308,0.6926957223567393,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68755,Socorro,0.95,0.1145,0.95,0.0807,0.0781,0.95,0.0547,0.7578,0.1512,0.95,0.0046717776712985,0.1084690943938667,0.1451245807379013,0.0007187350263536,0.0034738859607091,0.0065884044082414,0.7195136559655008,0.0114398658361284,0.008568781843446,0.1754284390921723,0.0003473830477072,0.0037633163501621,0.8118920796665122,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15755,Socotá,0.95,0.1708,0.95,0.1203,0.1165,0.95,0.0816,0.6807,0.2255,0.8939,0.0113562621674237,0.0833874107722258,0.2164179104477611,0.0025957170668397,0.0146009085009733,0.0094094743672939,0.6463335496430889,0.0158987670343932,0.016,0.2995555555555556,0.0005925925925925,0.016,0.6678518518518518,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15759,Sogamoso,0.7446,0.321,0.8738,0.2261,0.219,0.6589,0.1534,0.4173,0.4239,0.5479,0.0144831531721417,0.1091656378910602,0.4067778748005179,0.0006774863749962,0.0102676823943874,0.0138357773027009,0.3961789768450212,0.0486134112191743,0.0229035833025489,0.527831547838936,0.0004728481714074,0.0128851126708533,0.4359069080162541,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,18,Caquetá,18756,Solano,0.6112,0.408,0.7173,0.2874,0.2784,0.5409,0.195,0.3425,0.5388,0.4498,0.0285354595048258,0.0898027696181284,0.516995383969786,0.0041963911036508,0.0109106168694922,0.0113302559798573,0.3252203105329416,0.0130088124213176,0.020949720670391,0.6002094972067039,0.0031424581005586,0.0059357541899441,0.3697625698324022,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,8,Atlántico,08758,Soledad,0.2209,0.5141,0.2593,0.3621,0.3508,0.1955,0.2457,0.1238,0.679,0.1626,0.0144056137490264,0.1735880096377123,0.6514846007701435,0.0006842484549815,0.0061727945725994,0.0178486937405824,0.1175524287180532,0.018263610356901,0.0151022002343444,0.7643907973292168,0.0006881544441757,0.005530033911755,0.2142888140805078,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,18,Caquetá,18785,Solita,0.95,0.1614,0.95,0.1137,0.1102,0.95,0.0772,0.6448,0.2132,0.8468,0.0264471057884231,0.1147704590818363,0.2045908183632734,0.0024950099800399,0.0169660678642714,0.0104790419161676,0.6122754491017964,0.0119760479041916,0.0271966527196652,0.2610878661087866,0.002928870292887,0.0142259414225941,0.694560669456067,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15761,Somondoco,0.95,0.1652,0.95,0.1164,0.1128,0.95,0.079,0.6492,0.2182,0.8525,0.0091324200913242,0.1095890410958904,0.2093933463796477,0.0013046314416177,0.0084801043705153,0.009784735812133,0.6164383561643836,0.0358773646444879,0.0178263369752731,0.2668200115008625,0.0017251293847038,0.0057504312823461,0.7078780908568143,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05756,Sonsón,0.5475,0.0678,0.6426,0.0478,0.0463,0.4845,0.0324,0.3068,0.0896,0.4029,0.0192652948487777,0.5380472310454357,0.0859687888413202,0.0035216130368733,0.015536528103853,0.0079408921419693,0.2913271647562491,0.0383924872255213,0.0219021310181531,0.138713496448303,0.0026966587740068,0.015982636148382,0.820705077611155,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05761,Sopetrán,0.4656,0.1493,0.5464,0.1052,0.1019,0.412,0.0714,0.2609,0.1972,0.3426,0.0146163215590742,0.4928440925700365,0.1892509135200974,0.0025883069427527,0.01278928136419,0.004415347137637,0.2477161997563946,0.0357795371498173,0.0170964937699217,0.2421037380469429,0.0013039698638075,0.0118806143146913,0.7276151840046363,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13760,Soplaviento,0.1028,0.5291,0.1207,0.3727,0.3611,0.091,0.2529,0.0576,0.6988,0.0757,0.0154405086285195,0.2311534968210717,0.6705267938237965,0.0027247956403269,0.0052225249772933,0.0090826521344232,0.0547229791099,0.0111262488646684,0.0135214579659024,0.7771898883009994,0.001763668430335,0.0041152263374485,0.2034097589653145,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25758,Sopó,0.6817,0.3307,0.8,0.2329,0.2256,0.6032,0.1581,0.382,0.4367,0.5016,0.0226727127233929,0.126633769005068,0.41904507868765,0.000600160042678,0.0135369431848492,0.0111363030141371,0.3626967191251,0.0436783142171245,0.027675033025099,0.5309114927344782,0.0003963011889035,0.0153896961690885,0.4256274768824306,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15762,Sora,0.95,0.2467,0.95,0.1738,0.1684,0.95,0.1179,0.6326,0.3259,0.8307,0.0060340098738343,0.0449808008776741,0.3126714207350521,0.0016456390565002,0.006582556226001,0.0032912781130005,0.6006582556226001,0.0241360394953373,0.0173116089613034,0.3966395112016293,0.0015274949083503,0.0066191446028513,0.5779022403258656,,,,,,,,,,,,,,,,,,,,,,
